snr_db,ber_mld,ber_oracle,ber_rkhs,ber_mmse,gain_pct
4,2.269444e-02,2.350000e-02,2.378056e-01,2.781296e-01,14.50
8,1.541667e-02,2.372222e-02,1.438056e-01,1.840926e-01,21.88
12,1.347222e-02,9.750000e-03,8.005556e-02,1.046296e-01,23.49
16,1.288889e-02,3.577778e-02,3.894444e-02,5.343519e-02,27.12
20,1.252778e-02,3.463889e-02,1.911111e-02,2.739815e-02,30.25
