snr_db,ber_mld,ber_oracle,ber_rkhs,ber_mmse,gain_pct
0,3.416667e-03,3.833333e-03,2.613333e-01,3.076111e-01,15.04
4,1.250000e-03,1.458333e-03,1.714167e-01,2.086667e-01,17.85
8,5.833333e-04,1.000000e-03,8.875000e-02,9.745833e-02,8.94
12,6.250000e-04,1.250000e-04,2.104167e-02,3.154167e-02,33.29
