snr_db,ber_mld,ber_oracle,ber_rkhs,ber_mmse,gain_pct
0,6.162500e-02,6.125000e-02,3.368750e-01,3.511806e-01,4.07
4,1.437500e-02,1.466667e-02,2.820417e-01,3.017222e-01,6.52
8,7.916667e-04,7.500000e-04,2.327083e-01,2.474028e-01,5.94
12,0.000000e+00,0.000000e+00,1.567083e-01,1.798889e-01,12.89
