snr_db,ber_mld,ber_oracle,ber_rkhs,ber_mmse,gain_pct
0,1.105000e-01,1.111667e-01,3.522083e-01,3.596250e-01,2.06
4,9.104167e-02,9.145833e-02,3.000833e-01,3.198056e-01,6.17
8,8.220833e-02,8.237500e-02,2.422500e-01,2.529167e-01,4.22
12,7.945833e-02,7.937500e-02,1.811250e-01,1.984028e-01,8.71
