snr_db,ber_mld,ber_oracle,ber_rkhs,ber_mmse,gain_pct
12,0.000000e+00,0.000000e+00,4.069444e-03,5.009259e-03,18.76
14,0.000000e+00,0.000000e+00,7.500000e-04,8.351852e-04,10.20
16,0.000000e+00,0.000000e+00,1.250000e-04,1.851852e-05,-575.00
