snr_db,ber_mld,ber_oracle,ber_rkhs,ber_mmse,gain_pct
12,0.000000e+00,0.000000e+00,4.093750e-03,6.943750e-03,41.04
14,0.000000e+00,0.000000e+00,7.500000e-04,1.040000e-03,27.88
