snr_db,ber_mld,ber_oracle,ber_rkhs,ber_mmse,gain_pct
12,0.000000e+00,0.000000e+00,4.356250e-03,7.554167e-03,42.33
14,0.000000e+00,0.000000e+00,1.000000e-03,1.241667e-03,19.46
