snr_db,ber_mld,ber_oracle,ber_rkhs,ber_mmse,gain_pct
12,0.000000e+00,0.000000e+00,4.325000e-03,7.554167e-03,42.75
14,0.000000e+00,0.000000e+00,1.037500e-03,1.375000e-03,24.55
