snr_db,ber_mld,ber_oracle,ber_rkhs,ber_mmse,gain_pct
0,4.166667e-05,0.000000e+00,2.376667e-01,2.793889e-01,14.93
4,0.000000e+00,0.000000e+00,1.300417e-01,1.662361e-01,21.77
8,0.000000e+00,0.000000e+00,4.487500e-02,5.368056e-02,16.40
12,0.000000e+00,0.000000e+00,5.583333e-03,5.638889e-03,0.99
16,0.000000e+00,0.000000e+00,3.750000e-04,1.388889e-04,-170.00
